No,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효 슈팅,차단된슈팅,벗어난슈팅,PA내 슈팅,PA외 슈팅,오프사이드,프리킥,코너킥,스로인,드리블 시도,드리블 성공,패스 시도,패스 성공,키패스,전방 패스 시도,전방 패스 성공,후방 패스 시도,후방 패스 성공,횡패스 시도,횡패스 성공,공격지역패스 시도,공격지역패스 성공,수비지역패스 시도,수비지역패스 성공,중앙지역패스 시도,중앙지역패스 성공,롱패스 시도,롱패스 성공,중거리패스 시도,중거리패스 성공,숏패스 시도,숏패스 성공,크로스 시도,크로스 성공,경합 지상 시도,경합 지상 성공,경합 공중 시도,경합 공중 성공,태클 시도,태클 성공,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,대회년도,대회명,팀명,경기명,라운드,상대팀명
19,김대원,대기,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,1,1,1,0,1,1,2,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2024,하나은행 K리그1,김천,15R / 서울(H),15R , 서울(H)
20,김민준,대기,26,49,0,0,2,2,0,0,1,1,0,1,0,0,0,0,12,10,2,2,2,3,3,7,5,6,6,2,1,4,3,1,1,3,3,8,6,2,1,0,0,4,0,1,0,0,0,1,2,3,1,0,1,0,0,2024,하나은행 K리그1,김천,15R / 서울(H),15R , 서울(H)
1,김준홍,GK,17,107,0,0,0,0,0,0,0,0,0,4,0,0,0,0,26,16,0,21,11,0,0,5,5,0,0,25,15,1,1,15,5,7,7,4,4,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
2,김봉수,DF,15,107,0,0,1,1,0,0,0,1,0,2,0,0,0,0,73,71,0,31,29,11,11,31,31,0,0,27,26,46,45,6,5,28,27,39,39,0,0,1,1,0,0,1,0,3,1,1,6,2,0,0,0,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
3,박승욱,DF,25,107,0,0,1,0,1,0,0,1,0,2,0,0,0,0,56,51,0,22,17,3,3,31,31,1,0,20,19,35,32,6,5,35,32,15,14,0,0,1,0,3,2,1,0,4,0,0,4,3,0,3,3,1,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
4,김태현,DF,77,98,0,0,2,0,1,1,1,1,1,0,0,6,0,0,35,26,0,25,16,6,6,4,4,5,3,15,10,15,13,4,3,13,7,18,16,0,0,3,2,1,0,2,2,5,0,3,5,3,0,2,2,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
5,박민규,DF,88,107,0,1,1,0,1,0,1,0,0,2,0,16,0,0,48,39,1,22,14,13,13,13,12,18,14,13,11,17,14,0,0,18,16,30,23,3,1,0,0,2,1,1,1,4,0,2,9,2,0,0,2,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
6,원두재,MF,11,107,0,0,0,0,0,0,0,0,0,4,0,0,0,0,59,50,0,25,18,15,14,19,18,4,4,13,12,42,34,9,4,24,24,26,22,0,0,0,0,2,2,1,1,2,0,1,7,1,0,1,2,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
7,강현묵,MF,14,74,1,0,1,1,0,0,1,0,0,0,0,0,1,1,19,17,1,9,8,7,7,3,2,5,5,2,1,12,11,1,1,8,7,10,9,1,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
8,김진규,MF,4,98,0,0,2,0,0,2,0,2,0,1,3,0,0,0,40,35,0,15,11,12,12,13,12,9,8,4,3,27,24,5,5,11,9,24,21,1,0,0,0,0,0,3,0,0,1,1,10,2,0,0,1,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
9,김현욱,FW,3,61,0,0,2,0,1,1,1,1,0,1,0,0,1,1,18,14,0,3,2,11,10,4,2,4,3,4,4,10,7,1,1,6,4,11,9,3,1,0,0,0,0,1,0,0,0,2,3,1,0,0,0,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
10,이중민,FW,99,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,1,0,5,5,3,1,4,2,0,0,5,4,0,0,1,1,8,5,0,0,1,0,3,0,2,0,0,1,1,2,0,0,2,1,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
11,정치인,FW,32,107,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,15,2,7,3,10,9,5,3,13,8,1,1,8,6,0,0,1,1,21,14,3,2,1,0,9,5,0,0,2,1,0,5,5,3,4,1,1,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
12,김동현,대기,5,33,0,0,1,0,0,1,0,1,0,1,0,0,0,0,10,10,1,4,4,4,4,2,2,6,6,2,2,2,2,0,0,2,2,8,8,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
13,최기윤,대기,29,9,1,0,1,1,0,0,0,1,0,0,0,0,0,0,4,3,0,1,1,1,1,2,1,2,1,2,2,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
14,김민준,대기,26,46,0,0,2,0,0,2,2,0,0,1,1,0,0,0,9,9,0,3,3,5,5,1,1,5,5,1,1,3,3,1,1,1,1,7,7,2,0,0,0,0,0,0,0,1,0,0,3,0,0,1,3,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
15,윤종규,대기,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
16,조현택,대기,33,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
17,서민우,대기,16,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
18,김동헌,대기,21,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
19,김민덕,대기,20,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
20,유강현,대기,18,33,1,1,2,1,1,0,2,0,0,0,0,0,0,0,9,6,1,2,0,3,3,4,3,2,1,0,0,7,5,0,0,1,0,8,6,0,0,2,2,5,4,1,0,0,0,0,1,0,0,0,0,0,0,2024,하나은행 K리그1,김천,16R / 포항(H),16R , 포항(H)
1,김준홍,GK,17,98,0,0,0,0,0,0,0,0,0,5,0,0,0,0,50,31,0,39,20,0,0,11,11,0,0,48,29,2,2,35,16,15,15,0,0,0,0,0,0,0,0,0,0,2,1,0,7,0,0,0,0,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
2,박승욱,DF,25,98,0,0,1,1,0,0,0,1,0,0,0,10,0,0,46,40,1,23,17,18,18,5,5,7,6,18,15,21,19,4,3,24,21,18,16,3,1,1,0,1,1,3,0,1,1,0,7,2,1,2,2,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
3,김봉수,DF,15,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,45,0,13,12,5,5,29,28,4,4,26,24,17,17,6,6,18,16,23,23,0,0,1,0,2,1,3,0,4,0,0,6,1,0,1,0,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
4,김민덕,DF,20,98,0,0,0,0,0,0,0,0,0,2,0,0,0,0,40,36,0,15,11,6,6,19,19,1,1,24,20,15,15,9,5,16,16,15,15,0,0,1,0,0,0,2,0,0,0,1,4,2,0,1,2,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
5,조현택,DF,33,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,4,0,7,1,2,2,1,1,0,0,5,3,5,1,3,0,2,1,5,3,2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
6,서민우,MF,16,86,0,0,0,0,0,0,0,0,0,0,0,2,0,0,31,28,2,11,9,9,9,11,10,7,7,8,6,16,15,2,1,13,12,16,15,0,0,0,0,1,1,4,0,1,0,3,3,1,0,2,0,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
7,김동현,MF,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,1,0,4,4,7,6,0,0,5,4,7,6,1,0,6,6,5,4,0,0,0,0,0,0,1,0,2,0,0,1,2,0,1,0,1,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
8,김진규,MF,4,98,0,0,2,0,1,1,0,2,0,0,1,0,0,0,22,20,0,6,5,6,6,10,9,6,5,5,5,11,10,5,4,7,6,10,10,3,0,0,0,1,0,8,2,0,1,1,3,1,0,0,0,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
9,모재현,FW,27,48,0,0,1,1,0,0,0,1,0,0,0,0,1,0,9,7,1,4,2,4,4,1,1,0,0,3,2,6,5,0,0,1,1,8,6,3,1,1,0,2,0,5,2,0,1,2,5,1,1,0,1,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
10,김대원,FW,22,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,6,4,7,7,8,7,11,10,6,4,4,4,1,0,5,3,15,15,3,0,0,0,1,0,5,1,2,3,1,6,0,1,0,0,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
11,이중민,FW,99,73,0,0,3,0,0,3,2,1,1,0,0,0,0,0,13,10,1,4,3,7,5,2,2,3,3,3,3,7,4,0,0,5,4,8,6,0,0,1,0,6,4,1,0,0,2,1,3,1,1,1,0,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
12,박수일,대기,23,59,0,0,1,0,1,0,0,1,0,1,0,2,1,0,25,19,0,11,5,10,10,4,4,6,5,11,7,8,7,4,2,9,6,12,11,3,1,3,2,7,3,4,1,4,2,1,2,2,1,2,0,1,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
13,홍욱현,대기,35,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
14,이상민,대기,30,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
15,김동헌,대기,21,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
16,이진용,대기,28,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
17,김승섭,대기,50,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
18,유강현,대기,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,1,7,4,4,4,3,2,5,3,2,1,7,6,1,1,3,1,10,8,0,0,2,1,1,0,4,2,0,0,1,1,1,1,1,0,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
19,조진우,대기,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,2,2,3,3,2,2,0,0,5,5,2,2,1,1,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
20,최기윤,대기,29,25,0,0,2,1,0,1,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,2024,하나은행 K리그1,김천,17R / 광주(A),17R , 광주(A)
1,김준홍,GK,17,103,0,0,0,0,0,0,0,0,0,4,0,0,0,0,28,18,0,22,12,0,0,6,6,0,0,28,18,0,0,18,8,7,7,3,3,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
2,김민덕,DF,20,103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,37,0,15,14,4,4,19,19,1,1,20,20,17,16,4,4,21,20,13,13,0,0,1,1,6,3,1,0,4,0,2,6,2,0,0,0,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
3,박승욱,DF,25,95,0,0,1,0,0,1,1,0,0,2,0,10,0,0,39,35,0,14,12,11,11,14,12,4,3,14,13,21,19,4,3,16,15,19,17,2,1,2,1,5,3,2,0,2,0,5,6,2,0,1,1,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
4,박수일,DF,23,103,0,0,1,0,0,1,1,0,0,1,0,4,0,0,30,23,0,19,12,3,3,8,8,4,3,11,8,15,12,2,1,9,7,19,15,1,0,4,1,2,2,1,0,4,0,2,6,1,0,1,0,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
5,박찬용,DF,36,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,24,0,12,8,3,3,13,13,0,0,10,7,18,17,8,6,14,13,6,5,0,0,3,0,2,2,2,0,3,1,0,1,0,0,2,0,1,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
6,서민우,MF,16,103,1,0,3,1,0,2,0,3,0,1,0,1,0,0,54,41,1,30,17,15,15,9,9,7,5,11,9,36,27,5,2,16,13,33,26,0,0,2,1,1,0,5,2,4,1,5,18,1,1,2,0,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
7,김봉수,MF,15,103,0,0,0,0,0,0,0,0,0,2,0,1,0,0,44,37,0,21,14,6,6,17,17,4,2,15,11,25,24,4,1,18,16,22,20,0,0,0,0,4,2,3,2,5,1,2,7,5,0,1,1,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
8,이동경,MF,34,69,0,0,1,0,0,1,1,0,0,0,4,0,2,1,19,13,2,8,5,4,3,7,5,10,7,1,1,8,5,2,1,6,4,11,8,6,1,2,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
9,김대원,FW,22,103,0,1,0,0,0,0,0,0,0,1,1,0,1,1,30,26,4,9,6,12,12,9,8,10,9,6,6,14,11,1,1,7,5,22,20,7,4,1,1,0,0,1,1,0,1,2,6,0,0,1,0,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
10,모재현,FW,27,77,1,1,1,1,0,0,1,0,0,0,0,0,0,0,18,11,1,6,3,8,6,4,2,5,3,4,2,9,6,1,1,3,2,14,8,4,1,2,2,3,1,1,0,0,0,2,6,3,1,1,1,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
11,유강현,FW,18,77,1,0,3,1,0,2,3,0,0,0,0,0,1,0,16,14,0,4,4,7,6,5,4,2,1,2,2,12,11,0,0,6,5,10,9,0,0,1,0,5,3,1,1,0,0,0,4,0,0,0,0,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
12,최기윤,대기,29,26,0,0,2,0,0,2,1,1,0,0,0,0,0,0,3,2,0,3,2,0,0,0,0,1,1,0,0,2,1,0,0,2,2,1,0,0,0,1,1,0,0,2,1,2,0,0,1,1,0,0,2,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
13,정명제,대기,41,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
14,홍욱현,대기,35,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
15,이상민,대기,30,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
16,조진우,대기,24,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
17,추상훈,대기,52,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1,1,2,2,2,2,3,3,0,0,2,2,0,0,1,1,4,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
18,이진용,대기,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,1,8,6,2,2,4,4,2,2,6,4,6,6,1,0,6,6,7,6,0,0,0,0,2,1,0,0,1,0,1,2,2,0,1,1,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
19,김승섭,대기,50,26,0,0,2,1,1,0,2,0,0,0,0,0,0,0,3,3,0,0,0,1,1,2,2,2,2,0,0,1,1,0,0,0,0,3,3,1,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
20,박대원,대기,48,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2024,하나은행 K리그1,김천,18R / 강원(A),18R , 강원(A)
1,김준홍,GK,17,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,0,22,13,0,0,10,10,0,0,31,22,1,1,12,3,12,12,8,8,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
2,박수일,DF,23,97,0,0,1,0,0,1,0,1,0,0,0,7,0,0,50,42,0,17,9,21,21,12,12,17,15,7,5,26,22,2,2,17,12,31,28,3,1,0,0,5,1,3,1,2,2,2,8,2,1,0,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
3,박승욱,DF,25,47,0,0,0,0,0,0,0,0,0,1,0,4,0,0,36,33,1,13,11,11,11,12,11,8,8,6,3,22,22,1,0,14,13,21,20,1,1,1,0,1,0,2,0,1,0,2,4,0,0,1,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
4,김민덕,DF,20,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,0,22,19,4,4,28,27,0,0,13,11,41,39,4,3,32,31,18,16,0,0,3,3,5,2,1,1,6,0,2,6,3,1,1,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
5,김봉수,DF,15,97,0,0,0,0,0,0,0,0,0,1,0,0,1,1,84,78,0,42,36,7,7,35,35,5,4,23,20,56,54,6,5,43,40,35,33,0,0,1,0,1,1,2,1,5,0,0,13,1,1,1,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
6,이동경,MF,34,66,0,0,1,0,1,0,1,0,1,0,2,0,0,0,26,23,1,9,8,9,8,8,7,18,15,1,1,7,7,0,0,5,5,21,18,8,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
7,김동현,MF,5,82,0,1,2,0,0,2,0,2,0,0,0,0,0,0,61,57,1,17,13,18,18,26,26,9,8,5,5,47,44,3,2,26,26,32,29,1,0,0,0,5,4,1,0,3,0,4,6,1,1,2,1,1,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
8,서민우,MF,16,91,0,0,1,0,0,1,0,1,0,1,0,0,0,0,70,64,0,23,17,12,12,35,35,18,17,7,7,45,40,6,3,35,35,29,26,2,0,0,0,2,0,1,1,1,0,1,8,0,1,0,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
9,모재현,FW,27,66,0,0,1,1,0,0,1,0,0,0,0,0,1,0,18,15,0,4,3,10,9,4,3,11,9,0,0,7,6,0,0,3,3,15,12,1,0,0,0,1,0,2,0,0,0,0,3,1,1,0,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
10,유강현,FW,18,97,0,0,1,1,0,0,1,0,0,0,0,0,0,0,17,12,0,4,2,6,5,7,5,13,10,0,0,4,2,0,0,1,1,16,11,1,0,5,4,8,2,2,0,0,0,1,1,1,1,1,1,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
11,김대원,FW,22,97,0,1,2,0,0,2,0,2,1,1,5,0,1,0,43,40,4,11,10,19,17,13,13,30,27,7,7,6,6,1,1,6,6,36,33,9,2,1,0,0,0,5,1,1,0,1,15,1,1,1,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
12,박대원,대기,48,50,0,0,0,0,0,0,0,0,0,0,0,7,1,1,31,24,1,12,8,10,9,9,7,8,6,5,2,18,16,2,0,14,10,15,14,0,0,0,0,4,1,1,0,1,0,1,4,1,0,2,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
13,최기윤,대기,29,31,2,0,2,2,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
14,추상훈,대기,52,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,1,1,1,1,1,2,2,1,0,1,1,0,0,0,0,4,3,1,0,0,0,1,0,1,0,0,1,0,3,1,0,0,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
15,김승섭,대기,50,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
16,홍욱현,대기,35,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
17,박찬용,대기,36,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
18,김동헌,대기,21,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
19,이진용,대기,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
20,이상민,대기,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,1,1,1,1,1,2,1,0,0,2,2,0,0,2,1,2,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2024,하나은행 K리그1,김천,19R / 대전(H),19R , 대전(H)
1,김준홍,GK,17,98,0,0,0,0,0,0,0,0,0,3,0,0,0,0,37,21,0,28,12,0,0,9,9,0,0,37,21,0,0,21,5,14,14,2,2,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
2,박대원,DF,48,82,0,1,0,0,0,0,0,0,0,0,0,9,0,0,30,22,1,8,4,13,13,9,5,13,8,1,1,16,13,3,1,17,12,10,9,2,1,0,0,0,0,2,0,4,0,1,4,4,1,0,1,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
3,박수일,DF,23,98,0,0,0,0,0,0,0,0,0,0,0,7,0,0,43,34,2,23,15,4,4,16,15,17,13,9,5,17,16,4,2,15,11,24,21,1,0,4,2,5,3,2,0,6,1,2,8,2,0,2,0,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
4,박승욱,DF,25,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,29,0,19,12,2,2,15,15,1,1,15,12,20,16,4,1,13,11,19,17,0,0,4,4,4,1,5,2,13,1,4,6,0,0,0,1,0,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
5,김민덕,DF,20,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,30,0,18,12,5,5,13,13,0,0,15,11,21,19,7,6,17,13,12,11,0,0,2,0,2,2,1,1,8,0,0,6,3,0,2,0,1,0,2024,하나은행 K리그1,김천,20R / 대구(H),20R , 대구(H)
